Trinity geneIDD	Automated name	Manually-curated name
c100256_g1	c100256-g1 UNC119 (unc-119 homolog) - emapper OG	NA
c100257_g1	c100257-g1	NA
c100257_g2	c100257-g2 1-to-1 PHB2 prohibitin 2	NA
c100258_g1	c100258-g1	NA
c100258_g2	c100258-g2	NA
c100259_g1	c100259-g1	NA
c100259_g2	c100259-g2	NA
c100260_g1	c100260-g1	NA
c100260_g2	c100260-g2 VWA5B1 (von Willebrand factor A domain containing) - emapper OG	NA
c100261_g1	c100261-g1	NA
c100261_g2	c100261-g2 1-to-1 PLEKHM3 pleckstrin homology domain containing M3	NA
c100261_g3	c100261-g3	NA
c100262_g1	c100262-g1 1-to-1 MXRA5 matrix remodeling associated 5	NA
c100262_g2	c100262-g2 TMPRSS5 (transmembrane protease serine 5) - emapper OG	NA
c100263_g1	c100263-g1 1-to-1 PCTP phosphatidylcholine transfer protein	NA
c100264_g1	c100058-g1 FIS1 (fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)) - emapper OG	NA
c100265_g1	c100265-g1 1-to-1 POLR1E RNA polymerase I subunit E	NA
c100266_g1	c100266-g1	NA
c100266_g2	c100266-g2	NA
c100266_g3	c100266-g3	NA
c100266_g4	c100266-g4	NA
c100267_g1	c100267-g1	NA
c100268_g1	c100268-g1	NA
c100268_g2	c100268-g2 1-to-1 TNIP1 TNFAIP3 interacting protein 1	NA
c100269_g1	c100269-g1	NA
c100269_g2	c100269-g2 1-to-1 PAN3 PAN3 poly(A) specific ribonuclease subunit	NA
c100270_g1	c100270-g1	NA
c100270_g2	c100270-g2 RNF213 (Ring finger protein 213) - emapper OG	NA
c100270_g3	c100270-g3 4-to-1 RNF213 ring finger protein 213	NA
c100271_g1	c100271-g1 (Protein of unknown function, DUF288) - emapper OG	NA
c100272_g1	c100272-g1 PLEKHG1 (Pleckstrin homology domain containing, family G (With RhoGef domain) member 1) - emapper O	NA
c100273_g1	c100273-g1	NA
c100274_g1	c100274-g1 1-to-1 CCDC85A coiled-coil domain containing 85A	NA
c100275_g1	c100275-g1	NA
c100275_g2	c100275-g2	NA
c100276_g1	c100276-g1 (member RAS oncogene family) - emapper OG	NA
c100277_g1	c100277-g1 (ubiquitin) - emapper OG	NA
c100277_g2	c100277-g2	NA
c100278_g1	c100278-g1	NA
c100278_g2	c100278-g2 1-to-1 EMG1 EMG1, N1-specific pseudouridine methyltransferase	NA
c100279_g1	c100279-g1 1-to-1 LONP2 lon peptidase 2, peroxisomal	NA
c100279_g2	c100279-g2	NA
c100280_g1	c100280-g1 SNAP25 (Synaptosomal-associated protein) - emapper OG	Snap23/25 A Synaptosome associated protein
c100281_g1	c100281-g1 1-to-1 CENPE centromere protein E	NA
c100281_g2	c100281-g2	NA
c100282_g1	c100282-g1 7-to-1 CLCN6 chloride voltage-gated channel 6	Clcn6 B Chloride voltage-gated channel 6
c100282_g2	c100282-g1 7-to-1 CLCN6 chloride voltage-gated channel 6	Clcn6 B Chloride voltage-gated channel 6
c100283_g1	c100283-g1	NA
c100284_g1	c100284-g1 3-to-1 L1TD1 LINE1 type transposase domain containing 1	NA
c100285_g1	c100285-g1 (member RAS oncogene family) - emapper OG	NA
c100286_g1	c100286-g1 1-to-1 MRPL44 mitochondrial ribosomal protein L44	NA
c100287_g1	c100287-g1 6-to-5 GSTM2,GSTM5,GSTM3,GSTM1... glutathione S-transferase mu 2	NA
c100288_g1	c100288-g1 1-to-1 TBCK TBC1 domain containing kinase	NA
c100288_g2	c100288-g1 1-to-1 TBCK TBC1 domain containing kinase	NA
c100288_g3	c100288-g3	NA
c100288_g4	c100288-g1 1-to-1 TBCK TBC1 domain containing kinase	NA
c100289_g1	c100289-g1 FG06297.1 (phosphatase) - emapper OG	NA
c100290_g1	c100290-g1 1-to-1 KIAA1109 KIAA1109	NA
c100290_g2	c100290-g1 1-to-1 KIAA1109 KIAA1109	NA
c100290_g3	c100290-g1 1-to-1 KIAA1109 KIAA1109	NA
c100291_g1	c100291-g1	NA
c100291_g2	c100291-g2	NA
c100291_g3	c100291-g3	NA
c100292_g1	c100292-g1 1-to-2 CYB561D1,CYB561D2 cytochrome b561 family member D1	NA
c100293_g1	c100293-g1 1-to-2 TMEM55A,TMEM55B transmembrane protein 55A	NA
c100294_g1	c100294-g1 1-to-1 UBA5 ubiquitin like modifier activating enzyme 5	NA
c100295_g1	c100295-g1 1-to-2 MLXIP,MLXIPL MLX interacting protein	Mlxip Mlx interacting protein
c100296_g1	c100296-g1 CAD (Carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase) - emapper OG	NA
c100296_g2	c100296-g2 2-to-1 CAD carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	NA
c100297_g1	c100297-g1 2-to-1 LAMTOR1 late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	NA
c100297_g2	c100297-g2 LAMTOR1 (Late endosomal lysosomal adaptor, MAPK and MTOR activator 1) - emapper OG	NA
c100298_g1	c100298-g1	NA
c100298_g2	c100298-g2 MOB3A (MOB kinase activator 3A) - emapper OG	NA
c100298_g3	c100298-g3	NA
c100299_g1	c100299-g1 1-to-1 AHI1 Abelson helper integration site 1	NA
c100300_g1	c100300-g1 1-to-1 ETFDH electron transfer flavoprotein dehydrogenase	NA
c100301_g1	c100301-g1 1-to-1 MTAP methylthioadenosine phosphorylase	Mtap Methylthioadenosine phosphorylase
c100302_g1	c100302-g1 3-to-1 ATP6V0C ATPase H+ transporting V0 subunit c	NA
c100302_g2	c100302-g2 3-to-1 ATP6V0C ATPase H+ transporting V0 subunit c	NA
c100303_g1	c100303-g1	NA
c100303_g2	c100303-g2	NA
c100304_g1	c100304-g1 (Inherit from KOG: Ferric-chelate reductase) - emapper OG	NA
c100305_g1	c100305-g1 GAB4 (GRB2 associated binding protein family member 4) - blastp	NA
c100306_g1	c100306-g1 1-to-2 KDM6B,KDM6A lysine demethylase 6B	NA
c100307_g1	c100307-g1 1-to-1 PPT2 palmitoyl-protein thioesterase 2	NA
c100308_g1	c100308-g1	NA
c100308_g2	c100308-g2 SSB (Sjogren syndrome antigen B (autoantigen La)) - emapper OG	NA
c100309_g1	c100309-g1	NA
c100310_g1	c100310-g1 1-to-1 CCDC134 coiled-coil domain containing 134	NA
c100311_g1	c100311-g1 1-to-1 RABL3 RAB, member of RAS oncogene family like 3	NA
c100312_g1	c100312-g1 MITD1 (MIT, microtubule interacting and transport, domain containing 1) - emapper OG	NA
c100312_g2	c100312-g2	NA
c100313_g1	c100313-g1 MRTO4 (mRNA turnover 4 homolog (S. cerevisiae)) - emapper OG	NA
c100313_g2	c100313-g2 FGFR1 (Growth factor receptor) - emapper OG	NA
c100314_g1	c100314-g1 (Thrombospondin type 1 domain) - emapper OG	NA
c100315_g1	c100315-g1 CUZD1 (scavenger receptor cysteine rich domain containing) - emapper OG	NA
c100315_g2	c100315-g2	NA
c100316_g1	c100316-g1 1-to-1 OSBPL9 oxysterol binding protein like 9	NA
c100317_g1	c100317-g1 1-to-1 TTC37 tetratricopeptide repeat domain 37	NA
c100318_g1	c100318-g1 1-to-1 MTMR9 myotubularin related protein 9	NA
c100319_g1	c100319-g1 (Gamma-aminobutyric acid (GABA) B receptor) - emapper OG	NA
c100319_g2	c100319-g2 (Gamma-aminobutyric acid (GABA) B receptor) - emapper OG	NA
c100320_g1	c100320-g1	NA
c100320_g2	c100320-g2 3-to-1	NA
c100320_g3	c100320-g3	NA
c100321_g1	c100321-g1	NA
c100322_g1	c100322-g1	NA
c100323_g1	c100323-g1 1-to-1 NFXL1 nuclear transcription factor, X-box binding like 1	Nfxl1 Nuclear transcription factor, X-box binding like 1
c100324_g1	c100324-g1 (Inherit from KOG: protein kinase kinase kinase) - emapper OG	NA
c100324_g2	c100324-g2	NA
c100324_g3	c100324-g3	NA
c100324_g4	c100324-g4	NA
c100325_g1	c100325-g1 1-to-1 CDC23 cell division cycle 23	NA
c100326_g1	c100326-g1 1-to-2 TMEM184A,TMEM184B transmembrane protein 184A	NA
c100327_g1	c100327-g1 WWP2 (WW domain containing E3 ubiquitin protein ligase 2) - emapper OG	NA
c100327_g2	c100327-g1 WWP2 (WW domain containing E3 ubiquitin protein ligase 2) - emapper OG	NA
c100328_g1	c100328-g1	NA
c100328_g2	c100328-g2	NA
c100328_g3	c100328-g3	NA
c100328_g4	c100328-g4	NA
c100329_g1	c100329-g1 1-to-1 PPP1CB protein phosphatase 1 catalytic subunit beta	NA
c100330_g1	c100330-g1 1-to-1 ECT2 epithelial cell transforming 2	NA
c100331_g1	c100331-g1	NA
c100331_g2	c100331-g2	NA
c100332_g1	c100332-g1	NA
c100332_g2	c100332-g2	NA
c100333_g1	c100333-g1 (latent transforming growth factor beta binding protein 2) - emapper OG	NA
c100334_g1	c100334-g1 SURF4 (Surfeit 4) - emapper OG	NA
c100335_g1	c100335-g1 1-to-1 HSDL1 hydroxysteroid dehydrogenase like 1	NA
c100336_g1	c100336-g1 1-to-1 BRCA1 BRCA1, DNA repair associated	NA
c100336_g2	c100336-g2 (Inherit from euNOG: Zinc finger, C3HC4 type (RING finger)) - emapper OG	NA
c100336_g3	c100336-g2 (Inherit from euNOG: Zinc finger, C3HC4 type (RING finger)) - emapper OG	NA
c100337_g1	c100337-g1 DUOX1 (Dual oxidase) - emapper OG	NA
c100338_g1	c100338-g1	NA
c100339_g1	c100339-g1 3-to-2 SIDT1,SIDT2 SID1 transmembrane family member 1	NA
c100340_g1	c100340-g1 SORCS3 (Sortilin-related VPS10 domain containing receptor) - emapper OG	NA
c100340_g2	c100340-g1 SORCS3 (Sortilin-related VPS10 domain containing receptor) - emapper OG	NA
c100341_g1	c100341-g1 C5orf49 (chromosome 5 open reading frame 49) - blastp	NA
c100341_g2	c100341-g2 1-to-1 UBE2N ubiquitin conjugating enzyme E2 N	NA
c100343_g1	c100343-g1 1-to-1 SYAP1 synapse associated protein 1	NA
c100344_g1	c100344-g1	NA
c100345_g1	c100345-g1 1-to-1 GARS glycyl-tRNA synthetase	NA
c100346_g1	c100346-g1 1-to-1 PARK7 Parkinsonism associated deglycase	NA
c100347_g1	c100347-g1 LRMP (lymphoid-restricted membrane) - emapper OG	NA
c100348_g1	c100348-g1 SARS2 (seryl-tRNA synthetase) - emapper OG	NA
c100349_g1	c100349-g1 1-to-2 WIPI1,WIPI2 WD repeat domain, phosphoinositide interacting 1	NA
c100349_g2	c100349-g1 1-to-2 WIPI1,WIPI2 WD repeat domain, phosphoinositide interacting 1	NA
c10035_g1	c10035-g1 (zinc metalloendopeptidase) - emapper OG	NA
c100350_g1	c100350-g1 1-to-1 TMEM11 transmembrane protein 11	NA
c100351_g1	c100351-g1	NA
c100351_g2	c100351-g2	NA
c100352_g1	c100352-g1 1-to-1 THUMPD1 THUMP domain containing 1	NA
c100352_g2	c100352-g2	NA
c100353_g1	c100353-g1 AOAH (acyloxyacyl hydrolase (neutrophil)) - emapper OG	NA
c100354_g1	c100354-g1 AKAP10 (A kinase (PRKA) anchor protein 10) - emapper OG	NA
c100354_g2	c100354-g1 AKAP10 (A kinase (PRKA) anchor protein 10) - emapper OG	NA
c100355_g1	c100355-g1	NA
c100355_g2	c100355-g2	NA
c100356_g1	c100356-g1	NA
c100356_g2	c100356-g2 7-to-2 SLC47A1,SLC47A2 solute carrier family 47 member 1	NA
c100356_g3	c100356-g2 7-to-2 SLC47A1,SLC47A2 solute carrier family 47 member 1	NA
c100357_g1	c100357-g1 1-to-1 MORN3 MORN repeat containing 3	NA
c100358_g1	c100358-g1	NA
c100359_g1	c100359-g1	NA
c100359_g2	c100359-g2 (Inherit from opiNOG: Reverse transcriptase (RNA-dependent DNA polymerase)) - emapper OG	NA
c100359_g3	c100359-g3 (Inherit from euNOG: tetratricopeptide repeat protein, tpr) - emapper OG	NA
c100360_g1	c100360-g1 1-to-3 PPM1H,PPM1J,PPM1M protein phosphatase, Mg2+/Mn2+ dependent 1H	NA
c100361_g1	c100361-g1 5-to-2 BARD1,ANKRD12 BRCA1 associated RING domain 1	NA
c100361_g2	c100361-g2	NA
c100361_g3	c100361-g3 (Ankyrin repeat domain-containing protein) - emapper OG	NA
c100361_g4	c100361-g4	NA
c100362_g1	c100362-g1 BUR (GMP synthase) - emapper OG	NA
c100362_g2	c100362-g2	NA
c100363_g1	c100363-g1	NA
c100364_g1	c100364-g1 2-to-2 EPHX3,EPHX4 epoxide hydrolase 3	NA
c100365_g1	c100365-g1	NA
c100365_g2	c100365-g2	NA
c100365_g3	c100365-g3 1-to-1 CEP104 centrosomal protein 104	NA
c100365_g4	c100365-g3 1-to-1 CEP104 centrosomal protein 104	NA
c100365_g5	c100365-g3 1-to-1 CEP104 centrosomal protein 104	NA
c100366_g1	c100366-g1	NA
c100366_g2	c100366-g2 (Inherit from NOG: Lysosomal-associated membrane protein) - emapper OG	NA
c100367_g1	c100367-g1 1-to-1 ERI2 ERI1 exoribonuclease family member 2	NA
c100368_g1	c100368-g1	NA
c100369_g1	c100369-g1	NA
c100370_g1	c100370-g1	NA
c100370_g2	c100370-g2	NA
c100370_g3	c100370-g3	NA
c100371_g1	c100371-g1 1-to-2 PHKG1,PHKG2 phosphorylase kinase catalytic subunit gamma 1	NA
c100372_g1	c100372-g1 1-to-1 TTC1 tetratricopeptide repeat domain 1	NA
c100373_g1	c100373-g1 1-to-4 ZC3H12C,ZC3H12B,ZC3H12A,ZC3H12D zinc finger CCCH-type containing 12C	NA
c100374_g1	c100374-g1 COX18 (cytochrome c oxidase assembly homolog 18 (yeast)) - emapper OG	NA
c100375_g1	c100375-g1 1-to-1 LRRC58 leucine rich repeat containing 58	NA
c100375_g2	c100375-g2 (Inherit from opiNOG: VCP-interacting membrane protein) - emapper OG	NA
c100376_g1	c100376-g1 1-to-1 AGXT2 alanine--glyoxylate aminotransferase 2	NA
c100377_g1	c100377-g1 4-to-1 CLCN6 chloride voltage-gated channel 6	Clcn6 A Chloride voltage-gated channel 6
c100378_g1	c100378-g1	NA
c100378_g2	c100378-g2	NA
c100379_g1	c100379-g1 LOC81691 (EXOnuclease) - emapper OG	NA
c100380_g1	c100380-g1	NA
c100380_g2	c100380-g2	NA
c100381_g1	c100381-g1	NA
c100381_g2	c100381-g2	NA
c100381_g3	c100381-g3	NA
c100382_g1	c100382-g1 2-to-2 ASMT,ASMTL acetylserotonin O-methyltransferase	Asmt B Acetylserotonin o-methyltransferase (HIOMT)
c100383_g1	c100383-g1 1-to-1 PSMD5 proteasome 26S subunit, non-ATPase 5	NA
c100384_g1	c100384-g1 (Inherit from KOG: Dehydrogenase) - emapper OG	NA
c100385_g1	c100385-g1	NA
c100385_g2	c100385-g2	NA
c100385_g3	c100385-g2	NA
c100386_g1	c100386-g1	NA
c100386_g2	c100386-g2	NA
c100386_g3	c100386-g3	NA
c100387_g1	c100387-g1	NA
c100388_g1	c100388-g1 1-to-1 TTF2 transcription termination factor 2	NA
c100388_g2	c100388-g2 1-to-1 MAK16 MAK16 homolog	NA
c100389_g1	c100389-g1 1-to-1 RABL6 RAB, member RAS oncogene family like 6	NA
c100389_g2	c100389-g1 1-to-1 RABL6 RAB, member RAS oncogene family like 6	NA
c100390_g1	c100390-g1 1-to-3 USP22,USP51,USP27X ubiquitin specific peptidase 22	NA
c100391_g1	c100391-g1	NA
c100391_g2	c100391-g2	NA
c100391_g3	c100391-g3	NA
c100392_g1	c100392-g1 1-to-1 NDUFA6 NADH:ubiquinone oxidoreductase subunit A6	NA
c100393_g1	c100393-g1 1-to-1 NCOR2 nuclear receptor corepressor 2	Ncor1/2 Nuclear receptor corepressor
c100394_g1	c100394-g1 1-to-1 CLHC1 clathrin heavy chain linker domain containing 1	NA
c100395_g1	c100395-g1	NA
c100396_g1	c100396-g1 1-to-1 YIPF6 Yip1 domain family member 6	NA
c100397_g1	c100397-g1	NA
c100397_g2	c100397-g2	NA
c100398_g1	c100398-g1 1-to-1 TMBIM4 transmembrane BAX inhibitor motif containing 4	NA
c100399_g1	c100399-g1 1-to-1 TMF1 TATA element modulatory factor 1	NA
c100400_g1	c100400-g1	NA
c100401_g1	c100401-g1 1-to-1 UBXN7 UBX domain protein 7	NA
c100402_g1	c100402-g1	NA
c100402_g2	c100402-g2 COL11A1 (collagen, type XI, alpha 1) - emapper OG	Collagen XI A
c100403_g1	c100403-g1 5-to-1 SLC18B1 solute carrier family 18 member B1	Slc18B D vesicular polymaine transporter
c100403_g2	c100403-g1 5-to-1 SLC18B1 solute carrier family 18 member B1	Slc18B D vesicular polymaine transporter
c100404_g1	c100404-g1	NA
c100404_g2	c100404-g2	NA
c100405_g1	c100405-g1 1-to-4 AQP9,AQP7,AQP3,AQP10 aquaporin 9	Aqp3/7/9/10 Aquaporin
c100406_g1	c100406-g1 1-to-3 RYR1,RYR2,RYR3 ryanodine receptor 1	NA
c100408_g1	c100408-g1 SUB4 (Secreted subtilisin-like serine protease with keratinolytic activity that contributes to path	NA
c100409_g1	c100409-g1 1-to-1 WDR41 WD repeat domain 41	NA
c100410_g1	c100410-g1 1-to-1 PRCC papillary renal cell carcinoma (translocation-associated)	NA
c100411_g1	c100411-g1 KANK1 (KN motif and ankyrin repeat domains 1) - blastp	NA
c100411_g2	c100411-g1 KANK1 (KN motif and ankyrin repeat domains 1) - blastp	NA
c100411_g3	c100411-g1 KANK1 (KN motif and ankyrin repeat domains 1) - blastp	NA
c100412_g1	c100412-g1 1-to-1 DNAH2 dynein axonemal heavy chain 2	NA
c100413_g1	c100413-g1	NA
c100414_g1	c100414-g1 1-to-1 MRPL47 mitochondrial ribosomal protein L47	NA
c100415_g1	c100415-g1 1-to-2 MPPED2,MPPED1 metallophosphoesterase domain containing 2	NA
c100416_g1	c100416-g1 2-to-1 HPS1 HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	NA
c100417_g1	c100417-g1 1-to-1 SMAD4 SMAD family member 4	Smad4
c100417_g2	c100417-g2	NA
c100418_g1	c100418-g1 TFPI2 (tissue factor pathway inhibitor 2) - emapper OG	NA
c100419_g1	c100419-g1	NA
c100420_g1	c100420-g1 1-to-1 EXOSC7 exosome component 7	NA
c100421_g1	c100421-g1	NA
c100421_g2	c100421-g2 (Inherit from KOG: HSPB (Heat shock 27kDa) associated protein 1) - emapper OG	NA
c100421_g3	c100421-g2 (Inherit from KOG: HSPB (Heat shock 27kDa) associated protein 1) - emapper OG	NA
c100422_g1	c100422-g1 17-to-1 CYP46A1 cytochrome P450 family 46 subfamily A member 1	NA
c100423_g1	c100423-g1 1-to-1 MRPS18B mitochondrial ribosomal protein S18B	NA
c100424_g1	c100424-g1 2-to-4 PFKFB4,PFKFB2,PFKFB1,PFKFB3 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	NA
c100425_g1	c100425-g1 1-to-1 PTRHD1 peptidyl-tRNA hydrolase domain containing 1	NA
c100426_g1	c100426-g1 1-to-1 NOP14 NOP14 nucleolar protein	NA
c100426_g2	c100426-g1 1-to-1 NOP14 NOP14 nucleolar protein	NA
c100427_g1	c100427-g1	NA
c100428_g1	c100428-g1	NA
c100428_g2	c100428-g2 3-to-1 MAN2B1 mannosidase alpha class 2B member 1	NA
c100428_g3	c100428-g3 2-to-4 EPB41L1,EPB41L2,EPB41L3,EPB41 erythrocyte membrane protein band 4.1 like 1	NA
c100428_g4	c100428-g4 1-to-17 ADAMTS2,ADAMTS8,ADAMTS17,ADAMTS10... ADAM metallopeptidase with thrombospondin type 1 motif	NA
c100429_g1	c100429-g1	NA
c100430_g1	c100430-g1 1-to-1 CCNK cyclin K	NA
c100431_g1	c100431-g1	NA
c100431_g2	c100431-g2	NA
c100432_g1	c100432-g1	NA
c100432_g2	c100432-g2 (Aldose 1-epimerase) - emapper OG	NA
c100433_g1	c100433-g1	NA
c100433_g2	c100433-g2	NA
c100434_g1	c100434-g1 1-to-3 PRPS1,PRPS2,PRPS1L1 phosphoribosyl pyrophosphate synthetase 1	NA
c100434_g2	c100434-g2 5-to-2 TRIM45,TRIM3 tripartite motif containing 45	NA
c100434_g3	c100434-g2 5-to-2 TRIM45,TRIM3 tripartite motif containing 45	NA
c100434_g4	c100434-g2 5-to-2 TRIM45,TRIM3 tripartite motif containing 45	NA
c100434_g5	c100434-g2 5-to-2 TRIM45,TRIM3 tripartite motif containing 45	NA
c100435_g1	c100435-g1 1-to-1 NAPG NSF attachment protein gamma	NA
c100436_g1	c100436-g1 1-to-1 ACADVL acyl-CoA dehydrogenase, very long chain	NA
c100437_g1	c100437-g1 1-to-1 WASHC3 WASH complex subunit 3	NA
c100438_g1	c100438-g1 1-to-1 TSTD1 thiosulfate sulfurtransferase like domain containing 1	NA
c100439_g1	c100439-g1	NA
c100440_g1	c100440-g1	NA
c100440_g2	c100440-g2	NA
c100441_g1	c100441-g1	NA
c100442_g1	c100442-g1	NA
c100443_g1	c100443-g1	NA
c100443_g2	c100443-g2	NA
c100444_g1	c100444-g1 2-to-2 SLC2A6,SLC2A8 solute carrier family 2 member 6	NA
c100445_g1	c100445-g1	NA
c100446_g1	c100446-g1 1-to-1 DRC3 dynein regulatory complex subunit 3	NA
c100446_g2	c100446-g2	NA
c100447_g1	c100447-g1 2-to-2 HDAC10,HDAC6 histone deacetylase 10	NA
c100448_g1	c100448-g1 1-to-1 PDPK1 3-phosphoinositide dependent protein kinase 1	NA
c100448_g2	c100448-g1 1-to-1 PDPK1 3-phosphoinositide dependent protein kinase 1	NA
c100449_g1	c100449-g1 RTKN2 (Rhotekin) - emapper OG	NA
c100450_g1	c100450-g1 PTPRD (protein tyrosine phosphatase receptor type) - emapper OG	NA
c100451_g1	c100451-g1	NA
c100452_g1	c100452-g1 (LATrophilin) - emapper OG	NA
c100453_g1	c100453-g1 1-to-2 GON4L,YY1AP1 gon-4 like	NA
c100453_g2	c100453-g2	NA
c100453_g3	c100453-g1 1-to-2 GON4L,YY1AP1 gon-4 like	NA
c100454_g1	c100454-g1 1-to-1 M6PR mannose-6-phosphate receptor, cation dependent	NA
c100455_g1	c100455-g1 NONF (ThiJ PfpI domain-containing protein) - emapper OG	NA
c100456_g1	c100456-g1	NA
c100456_g2	c100456-g2 1-to-1 SPG11 SPG11, spatacsin vesicle trafficking associated	NA
c100456_g3	c100456-g2 1-to-1 SPG11 SPG11, spatacsin vesicle trafficking associated	NA
c100456_g4	c100456-g4	NA
c100456_g5	c100456-g2 1-to-1 SPG11 SPG11, spatacsin vesicle trafficking associated	NA
c100456_g6	c100456-g6	NA
c100456_g7	c100456-g2 1-to-1 SPG11 SPG11, spatacsin vesicle trafficking associated	NA
c100457_g1	c100457-g1 2-to-1 MAN1B1 mannosidase alpha class 1B member 1	NA
c100458_g1	c100458-g1 OSI-21370 (ADP-ribosylation) - emapper OG	NA
c100459_g1	c100459-g1 1-to-1 FDPS farnesyl diphosphate synthase	NA
c100460_g1	c100460-g1 1-to-1 FTCD formimidoyltransferase cyclodeaminase	NA
c100461_g1	c100461-g1	NA
c100462_g1	c100462-g1 (Inherit from opiNOG: Eukaryotic elongation factor-2 kinase) - emapper OG	NA
c100463_g1	c100463-g1 (peptidase M20 domain containing 2) - emapper OG	NA
c100464_g1	c100464-g1 (to KRAB-A domain containing 2) - emapper OG	NA
c100465_g1	c100465-g1 1-to-1 THOC6 THO complex 6	NA
c100466_g1	c100466-g1	NA
c100466_g2	c100466-g2	NA
c100467_g1	c100467-g1	NA
c100468_g1	c100468-g1 8-to-1 SLC15A4 solute carrier family 15 member 4	NA
c100469_g1	c100469-g1	NA
c100470_g1	c100470-g1	NA
c100470_g2	c100470-g2	NA
c100470_g3	c100470-g3	NA
c100471_g1	c100471-g1 1-to-1 KIAA0355 KIAA0355	NA
c100471_g2	c100471-g1 1-to-1 KIAA0355 KIAA0355	NA
c100471_g3	c100471-g1 1-to-1 KIAA0355 KIAA0355	NA
c100472_g1	c100472-g1 PABPC1L (poly(A) binding protein, cytoplasmic) - emapper OG	NA
c100473_g1	c100473-g1 1-to-2 DERL2,DERL3 derlin 2	NA
c100474_g1	c100474-g1 1-to-1 TFIP11 tuftelin interacting protein 11	NA
c100474_g2	c100474-g1 1-to-1 TFIP11 tuftelin interacting protein 11	NA
c100475_g1	c100475-g1	NA
c100476_g1	c100476-g1	NA
c100476_g2	c100476-g2 (chitin synthase) - emapper OG	NA
c100476_g3	c100476-g3 (chitin synthase) - emapper OG	NA
c100476_g4	c100476-g4	NA
c100477_g1	c100477-g1 1-to-1 RFT1 RFT1 homolog	NA
c100478_g1	c100478-g1	NA
c100479_g1	c100479-g1 (Inherit from opiNOG: to reverse transcriptase) - emapper OG	NA
c100480_g1	c100480-g1	NA
c100480_g2	c100480-g2 (Two component regulator propeller domain protein) - emapper OG	NA
c100480_g3	c100480-g3 1-to-1 TSFM Ts translation elongation factor, mitochondrial	NA
c100480_g4	c100480-g4	NA
c100480_g5	c100480-g5	NA
c100480_g6	c100480-g6	NA
c100481_g1	c100481-g1	NA
c100482_g1	c100482-g1	NA
c100483_g1	c100483-g1 1-to-1 BABAM2 BRISC and BRCA1 A complex member 2	NA
c100484_g1	c100484-g1 1-to-1 RFC5 replication factor C subunit 5	NA
c100485_g1	c100485-g1 1-to-1 ZC3H3 zinc finger CCCH-type containing 3	NA
c100485_g2	c100485-g2	NA
c100485_g3	c100485-g3	NA
c100486_g1	c100486-g1	NA
c100488_g1	c100488-g1	NA
c100488_g2	c100488-g2	NA
c100489_g1	c100489-g1 1-to-1 GMCL1 germ cell-less, spermatogenesis associated 1	NA
c100490_g1	c100490-g1 (Inherit from euNOG: spectrin repeat containing, nuclear envelope) - emapper OG	NA
c100491_g1	c100491-g1 1-to-2 AP3B1,AP3B2 adaptor related protein complex 3 beta 1 subunit	NA
c100492_g1	c100492-g1 1-to-1 SNRNP70 small nuclear ribonucleoprotein U1 subunit 70	NA
c100493_g1	c100493-g1 1-to-1 SRP54 signal recognition particle 54	NA
c100493_g2	c100493-g1 1-to-1 SRP54 signal recognition particle 54	NA
c100494_g1	c100494-g1	NA
c100494_g2	c100337-g1 DUOX1 (Dual oxidase) - emapper OG	NA
c100495_g1	c100495-g1 DUT (Deoxyuridine triphosphatase) - emapper OG	NA
c100496_g1	c100496-g1 1-to-1 WDR46 WD repeat domain 46	NA
c100497_g1	c100497-g1 (PH domain) - emapper OG	NA
c100498_g1	c100498-g1	NA
c100498_g2	c100498-g2	NA
c100499_g1	c100499-g1	NA
c100500_g1	c100500-g1 DBF4B (DBF4 homolog B (S. cerevisiae)) - emapper OG	NA
c100501_g1	c100501-g1 (domain protein) - emapper OG	NA
c100501_g2	c100501-g1 (domain protein) - emapper OG	NA
c100501_g3	c100501-g3 1-to-3 SBK1,SBK2,SBK3 SH3 domain binding kinase 1	NA
c100502_g1	c100502-g1	NA
c100503_g1	c100503-g1 GULO (l-gulonolactone oxidase-like) - emapper OG	NA
c100504_g1	c100504-g1 1-to-1 USP30 ubiquitin specific peptidase 30	NA
